state_fips,state_abbr,year,electric_bill_monthly,electric_bill_annual
33,NH,2009,102.1583271308388,1225.8999255700655
33,NH,2010,102.11256014145482,1225.3507216974579
33,NH,2011,102.27866624856277,1227.3439949827532
33,NH,2012,98.80222105145945,1185.6266526175134
33,NH,2013,102.65525014302408,1231.8630017162889
33,NH,2014,108.56787881683948,1302.8145458020738
33,NH,2015,114.89674302223175,1378.760916266781
33,NH,2016,110.95175687703058,1331.421082524367
33,NH,2017,114.952794183286,1379.433530199432
33,NH,2018,122.27069618894514,1467.2483542673417
33,NH,2019,120.04303392920816,1440.516407150498
33,NH,2020,120.01448121863324,1440.1737746235988
34,NJ,2008,111.44187284164163,1337.3024740996996
34,NJ,2009,110.29026347409297,1323.4831616891156
34,NJ,2010,121.13433617765223,1453.6120341318267
34,NJ,2011,115.03361220982504,1380.4033465179004
34,NJ,2012,109.1021373336783,1309.2256480041397
34,NJ,2013,108.09858920941235,1297.1830705129482
34,NJ,2014,105.64649326557709,1267.7579191869252
34,NJ,2015,110.0392525966261,1320.4710311595131
34,NJ,2016,108.58476435372064,1303.0171722446478
34,NJ,2017,102.37526207170053,1228.5031448604063
34,NJ,2018,106.27744033799284,1275.329284055914
34,NJ,2019,105.06862887380031,1260.8235464856036
34,NJ,2020,109.5444621524,1314.5335458288
35,NM,2008,63.24334100768109,758.920092092173
35,NM,2009,64.29932592781095,771.5919111337314
35,NM,2010,69.35063302456086,832.2075962947304
35,NM,2011,73.57330523784606,882.8796628541527
35,NM,2012,74.61509486807381,895.3811384168857
35,NM,2013,76.56424274296546,918.7709129155855
35,NM,2014,77.79221152464434,933.5065382957321
35,NM,2015,79.23118193775231,950.7741832530278
35,NM,2016,75.9604723040426,911.5256676485112
35,NM,2017,79.16178038228246,949.9413645873894
35,NM,2018,81.07768691260573,972.9322429512688
35,NM,2019,80.03551241631158,960.4261489957389
35,NM,2020,86.65770673613832,1039.8924808336599
36,NY,2008,108.47760801045428,1301.7312961254513
36,NY,2009,101.72545364193839,1220.7054437032607
36,NY,2010,114.40210061487443,1372.8252073784931
36,NY,2011,111.58963125938772,1339.0755751126526
36,NY,2012,106.14325306601016,1273.7190367921219
36,NY,2013,113.16272962518066,1357.952755502168
36,NY,2014,118.62683201195885,1423.5219841435062
36,NY,2015,111.31584532132653,1335.7901438559184
36,NY,2016,104.57633605711517,1254.916032685382
